title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers,total_reviews,positive_reviews,negative_reviews
Star Wars Battlefront II,6060,2017-11-17,39.99,65,Very Positive,87,DICE,Electronic Arts,32428,30747,1681
Battlefield 3,1238820,2011-10-25,39.99,89,Mixed,67,DICE,Electronic Arts,2517,1627,890
Battlefield Hardline,1238880,2015-03-17,39.99,71,Mixed,68,DICE,Electronic Arts,590,384,206
Iron Harvest,826630,2020-09-01,29.99,75,Mostly Positive,74,KING Art,Prime Matter,5041,3813,1228
Torchlight III,1030210,2020-10-13,39.99,65,Mixed,47,Echtra Inc.,Gearbox Publishing,4717,2427,2290
Star Wars Squadrons,1222730,2020-10-01,39.99,79,Mixed,69,MOTIVE,Electronic Arts,17148,12174,4974
Hardspace: Shipbreaker,1161580,2022-05-24,34.99,82,Very Positive,89,Blackbird Interactive,Focus Entertainment,13252,11929,1323
The Waylanders,957710,2022-02-02,34.99,51,Mixed,48,GATO STUDIO,GATO STUDIO,226,100,126
Othercide,798490,2020-07-27,29.99,78,Very Positive,83,Lightbulb Crew,Focus Entertainment,1999,1670,329
Detroit: Become Human,1222140,2019-12-12,39.99,80,Very Positive,94,Quantic Dream,Quantic Dream,23516,22008,1508
Titanfall 2,1237970,2016-10-28,29.99,86,Overwhelmingly Positive,95,Respawn Entertainment,Electronic Arts,66817,63492,3325
A Way Out,1222700,2018-03-23,29.99,78,Very Positive,85,Hazelight,Electronic Arts,12568,10975,1593
Need for Speed Payback,1262580,2017-11-10,29.99,62,Very Positive,86,Ghost Games,Electronic Arts,4726,4043,683
Port Royale 4,1024650,2020-09-25,39.99,68,Mixed,57,Gaming Minds,Kalypso Media,486,281,205
FAIRY TAIL,1233260,2020-07-15,59.99,66,Mostly Positive,73,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",678,489,189
Hellpoint,628670,2020-07-30,34.99,64,Mostly Positive,77,Cradle Games,tinyBuild,1444,1166,278
Hunting Simulator 2,1135910,2020-07-16,39.99,63,Mixed,67,Neopica,Nacon,237,158,79
Yakuza: Like a Dragon,1235140,2020-11-10,59.99,83,Overwhelmingly Positive,95,Ryu Ga Gotoku Studio,SEGA,10327,9893,434
The Medium,1293160,2021-01-28,49.99,75,Very Positive,88,Bloober Team,NA PUBLISHING INC.,3162,2816,346
Spacebase Startopia,840390,2021-03-26,39.99,69,Mixed,57,Realmforge Studios,Kalypso Media,215,110,105
Grounded,962130,2022-09-27,39.99,83,Very Positive,89,Obsidian Entertainment,Xbox Game Studios,28337,26063,2274
Project CARS 3,958400,2020-08-28,59.99,68,Mixed,53,Slightly Mad Studios,BANDAI NAMCO Entertainment,1013,535,478
Samurai Jack: Battle Through Time,1150590,2020-08-21,39.99,76,Very Positive,85,Soleil Ltd.,Adult Swim Games,590,499,91
Ancestors: The Humankind Odyssey,536270,2019-08-27,39.99,64,Very Positive,80,Panache Digital Games,Private Division,4038,3241,797
Observer: System Redux,1386900,2020-11-10,29.99,83,Very Positive,86,Bloober Team,Bloober Team SA,770,661,109
RIDE 4,1259980,2020-10-08,39.99,76,Very Positive,82,Milestone S.r.l.,Milestone S.r.l.,2086,1689,397
WRC 8 FIA World Rally Championship,1004750,2019-09-05,29.99,77,Mostly Positive,75,KT Racing,Nacon,260,195,65
Kingdoms of Amalur: Re-Reckoning,1041720,2020-09-08,39.99,70,Mostly Positive,76,KAIKO,THQ Nordic,3421,2662,759
The Jackbox Party Pack 7,1211630,2020-10-15,29.99,76,Overwhelmingly Positive,97,"Jackbox Games, Inc.","Jackbox Games, Inc.",3182,3090,92
Tamarin,1064840,2020-09-10,29.99,35,Mixed,64,Chameleon Games,Chameleon Games,43,31,12
Ghostrunner,1139900,2020-10-27,29.99,81,Very Positive,92,One More Level,505 Games,17663,16236,1427
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,970830,2020-09-17,34.99,72,Very Positive,88,Artefacts Studio,E-Home Entertainment,1879,1576,303
Empire of Sin,604540,2020-12-01,39.99,63,Mixed,48,Romero Games,Paradox Interactive,2334,1182,1152
BALAN WONDERWORLD,1341050,2021-03-26,39.99,38,Mixed,62,Square Enix,Square Enix,227,143,84
Rebel Galaxy Outlaw,910830,2019-08-13,29.99,77,Mixed,65,Double Damage Games,Double Damage Games,554,357,197
Tennis World Tour 2,1223910,2020-09-24,39.99,60,Mixed,47,Big Ant Studios,Nacon,54,23,31
NieR Replicant ver.1.22474487139...,1113560,2021-04-23,59.99,80,Very Positive,88,Square Enix,Square Enix,8930,8098,832
OUTRIDERS,680420,2021-04-01,39.99,73,Mixed,65,People Can Fly,Square Enix,29758,20360,9398
Need for Speed Hot Pursuit Remastered,1328660,2020-11-06,29.99,74,Very Positive,81,Stellar Entertainment Limited,Electronic Arts,2999,2394,605
Baldur's Gate 3,1086940,2023-08-03,59.99,96,Overwhelmingly Positive,96,Larian Studios,Larian Studios,274133,265071,9062
ROBOTICS;NOTES ELITE,1111380,2020-10-13,34.99,82,Very Positive,92,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",255,236,19
Onee Chanbara ORIGIN,1232460,2020-10-14,59.99,62,Mostly Positive,74,Tamsoft,D3PUBLISHER,213,174,39
Partisans 1941,1227530,2020-10-14,29.99,74,Very Positive,83,Alter Games,Daedalic Entertainment,1375,1076,299
Aquanox Deep Descent,254370,2020-10-16,29.99,65,Mixed,49,Digital Arrow,THQ Nordic,159,77,82
Solasta: Crown of the Magister,1096530,2021-05-27,29.99,77,Very Positive,88,Tactical Adventures,Tactical Adventures,11314,10007,1307
HUMANKIND,1124300,2021-08-17,49.99,77,Mixed,66,AMPLITUDE Studios,SEGA,10424,7075,3349
Surviving the Aftermath,684450,2021-11-16,29.99,67,Mostly Positive,73,Iceflake Studios,Paradox Interactive,1513,1111,402
The Outer Worlds,578650,2019-10-25,29.99,82,Very Positive,84,Obsidian Entertainment,Private Division,14488,12148,2340
Pumpkin Jack,1186640,2020-10-23,29.99,71,Very Positive,93,Nicolas Meyssonnier,Beep Japan,1833,1716,117
Pacer,389670,2017-05-31,39.99,70,Mostly Positive,72,R8 Games Ltd,R8 Games Ltd,420,307,113
Teardown,1167630,2022-04-21,29.99,80,Overwhelmingly Positive,96,Tuxedo Labs,Saber Interactive,50301,48155,2146
Devil May Cry 5,601150,2019-03-07,29.99,89,Overwhelmingly Positive,96,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",25548,24384,1164
Sakuna: Of Rice and Ruin,1356670,2020-11-10,29.99,82,Very Positive,93,Edelweiss,"Marvelous USA, Inc.",927,871,56
Nioh 2 - The Complete Edition,1325200,2021-02-05,49.99,86,Very Positive,88,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",8341,7648,693
DEATHLOOP,1252330,2021-09-14,59.99,87,Mostly Positive,77,Arkane Studios,Bethesda Softworks,10741,8273,2468
Shenmue III,878670,2019-11-19,29.99,69,Mostly Positive,78,YS Net,Prime Matter,341,258,83
Chronos Before the Ashes,967390,2020-12-01,29.99,67,Mixed,64,Gunfire Games,THQ Nordic,227,147,80
Atelier Ryza 2: Lost Legends and the Secret Fairy,1257290,2021-01-26,59.99,84,Very Positive,90,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",556,515,41
Shadow Empire,1154840,2020-12-03,39.99,78,Very Positive,85,VR Designs,Slitherine Ltd.,667,567,100
Little Nightmares II,860510,2021-02-11,29.99,83,Very Positive,94,Tarsier Studios,BANDAI NAMCO Entertainment,10496,9887,609
Medal of Honor: Above and Beyond,1402320,2020-12-10,39.99,66,Mixed,64,Respawn Entertainment,Electronic Arts,1575,981,594
Persona 5 Strikers,1382330,2021-02-23,59.99,76,Very Positive,91,ATLUS,SEGA,6104,5644,460
Back 4 Blood,924970,2021-10-12,59.99,77,Mixed,66,Turtle Rock Studios,Warner Bros. Games,19799,14043,5756
Monster Energy Supercross - The Official Videogame 4,1304340,2021-03-11,29.99,69,Mixed,68,Milestone S.r.l.,Milestone S.r.l.,336,226,110
EVERSPACE 2,1128920,2023-04-06,49.99,81,Very Positive,88,ROCKFISH Games,ROCKFISH Games,5142,4620,522
Resident Evil Village,1196590,2021-05-07,39.99,83,Overwhelmingly Positive,95,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",32981,31415,1566
Serious Sam 3: BFE,41070,2011-11-22,29.99,72,Very Positive,88,Croteam,Devolver Digital,5442,4705,737
Journey To The Savage Planet,973810,2020-01-28,29.99,76,Very Positive,88,Typhoon,505 Games,2126,1908,218
Mass Effect Legendary Edition,1328670,2021-05-14,59.99,86,Very Positive,91,BioWare,Electronic Arts,26725,24594,2131
Endless Legend,289130,2014-09-18,29.99,82,Very Positive,84,AMPLITUDE Studios,SEGA,8779,7526,1253
Endless Space 2,392110,2017-05-18,39.99,80,Very Positive,84,AMPLITUDE Studios,SEGA,8380,6980,1400
Total War: WARHAMMER III,1142710,2022-02-17,59.99,85,Mixed,59,CREATIVE ASSEMBLY,Feral Interactive,38299,23118,15181
Field of Glory II: Medieval,1368870,2021-02-04,29.99,75,Very Positive,87,Byzantine Games,Slitherine Ltd.,215,188,27
Overload,448850,2018-05-31,29.99,74,Very Positive,94,"Revival Productions, LLC","Revival Productions, LLC",1181,1114,67
Evil Genius 2: World Domination,700600,2021-03-30,39.99,75,Mixed,67,Rebellion,Rebellion,6255,4170,2085
System Shock,482400,2023-05-30,39.99,78,Very Positive,92,Nightdive Studios,Prime Matter,4481,4167,314
RetroMania Wrestling,1252300,2021-02-25,29.99,66,Very Positive,84,Retrosoft Studios,Retrosoft Studios,162,134,28
Monster Jam Steel Titans 2,1205480,2021-03-02,29.99,56,Mostly Positive,78,Rainbow Studios,THQ Nordic,168,129,39
Forza Horizon 4,1293830,2018-09-28,59.99,88,Very Positive,89,Playground Games,Xbox Game Studios,37038,32682,4356
Dungeons and Dragons: Dark Alliance,623280,2021-06-22,29.99,53,Mixed,50,Tuque Games,Wizards of the Coast,2895,1502,1393
Shin Megami Tensei III Nocturne HD Remaster,1413480,2021-05-25,49.99,79,Very Positive,88,ATLUS,SEGA,1702,1523,179
MotoGP21,1447000,2021-04-22,29.99,68,Very Positive,82,Milestone S.r.l.,Milestone S.r.l.,588,476,112
Biomutant,597820,2021-05-25,39.99,66,Mixed,67,Experiment 101,THQ Nordic,7817,5571,2246
Total War: ROME REMASTERED,885970,2021-04-29,29.99,75,Mostly Positive,75,Creative Assembly,SEGA,6184,4694,1490
Disco Elysium - The Final Cut,632470,2021-03-30,39.99,97,Very Positive,93,ZA/UM,ZA/UM,39498,36874,2624
Dread Hunger,1418630,2022-01-26,29.99,73,Mixed,60,CREATIVE ASSEMBLY,Feral Interactive,2224,1604,620
Monster Hunter Stories 2: Wings of Ruin,1277400,2021-07-09,39.99,82,Very Positive,81,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",3027,2859,168
Ghosts n Goblins Resurrection,1375400,2021-06-01,29.99,69,Very Positive,81,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",309,238,71
Predator: Hunting Grounds,1556200,2020-04-24,29.99,62,Mostly Positive,78,IllFonic,PlayStation PC LLC,1894,1527,367
The Ascent,979690,2021-07-29,29.99,74,Mostly Positive,75,Neon Giant,Curve Games,10469,8143,2326
Saints Row The Third Remastered,978300,2020-05-22,29.99,70,Mixed,66,Deep Silver Volition,Deep Silver,1229,785,444
Maneater,629820,2020-05-22,39.99,70,Very Positive,89,Tripwire Interactive,Tripwire Interactive,4562,4144,418
MechWarrior 5: Mercenaries,784080,2019-12-10,29.99,73,Very Positive,84,Piranha Games Inc.,Fireshine Games,6711,5661,1050
EARTH DEFENSE FORCE: WORLD BROTHERS,1497950,2021-05-27,39.99,78,Very Positive,82,YUKE'S,D3PUBLISHER,289,233,56
Aragami 2,1158370,2021-09-17,34.99,65,Mostly Positive,75,Lince Works,Lince Works,1126,854,272
Dying Light 2 Stay Human,534380,2022-02-04,59.99,77,Mostly Positive,78,Techland,Techland,55024,42686,12338
Kings Bounty II,1135300,2021-08-24,39.99,63,Mixed,62,Fulqrum Games,方块游戏 (China),874,504,370
Pro Cycling Manager 2021,1453850,2021-06-03,39.99,69,Mostly Positive,77,Cyanide Studio,Nacon,69,44,25
Battlefield 2042,1517290,2021-11-19,59.99,68,Mixed,44,DICE,Electronic Arts,80248,34215,46033
NINJA GAIDEN: Master Collection,575623,2021-06-09,39.99,71,Mostly Positive,76,BROKEN_ERROR,BROKEN_ERROR,0,0,0
Disciples: Liberation,1287840,2021-10-21,39.99,73,Mostly Positive,75,Frima Studio,Kalypso Media,726,535,191
ICARUS,1149460,2021-12-03,34.99,67,Mixed,69,RocketWerkz,RocketWerkz,17209,12522,4687
Marvels Guardians of the Galaxy,1088850,2021-10-26,59.99,78,Very Positive,94,Eidos-Montréal,Eidos Interactive Corp.,13924,13101,823
Psychonauts 2,607080,2021-08-25,59.99,89,Overwhelmingly Positive,96,Double Fine Productions,Xbox Game Studios,6273,6105,168
Orcs Must Die! 3,1522820,2021-07-23,29.99,77,Very Positive,84,Robot Entertainment,Robot Entertainment,3965,3394,571
City of Gangsters,1386780,2021-08-09,29.99,67,Mostly Positive,74,SomaSim,Kasedo Games,661,492,169
Red Solstice 2: Survivors,768520,2021-06-17,29.99,65,Mostly Positive,71,Ironward,505 Games,1061,848,213
A Total War Saga: Thrones of Britannia,712100,2018-05-02,39.99,75,Mixed,69,CREATIVE ASSEMBLY,Feral Interactive (Linux),6405,4376,2029
Olympic Games Tokyo 2020  The Official Video Game,981890,2021-06-22,39.99,56,Mixed,67,SEGA,SEGA,141,87,54
SAMURAI WARRIORS 5,1591530,2021-07-27,59.99,74,Very Positive,83,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",442,374,68
Farming Simulator 22,1248130,2021-11-22,29.99,78,Very Positive,91,Giants Software,Giants Software,16189,14785,1404
The Sinking City,750130,2019-06-27,39.99,71,Mostly Positive,73,Frogwares,Nacon,947,671,276
Claire de Lune,717110,2021-07-12,39.99,63,Mixed,54,Tactic Studios Inc.,Tactic Studios Inc.,30,16,14
Super Robot Wars 30,898750,2021-10-27,59.99,79,Very Positive,88,"B.B.STUDIO CO.,LTD.",Bandai Namco Entertainment,1263,1212,51
Lost in Random,1462570,2021-09-10,29.99,78,Very Positive,90,Zoink,Electronic Arts,1560,1423,137
The Great Ace Attorney Chronicles,1158850,2021-07-27,39.99,83,Very Positive,94,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2353,2228,125
HighFleet,1434950,2021-07-27,29.99,74,Very Positive,88,Konstantin Koshutin,MicroProse Software,3334,2942,392
Fuga: Melodies of Steel,1357860,2021-07-29,39.99,84,Very Positive,92,CyberConnect2,CyberConnect2,461,437,24
HOT WHEELS UNLEASHED,1271700,2021-09-30,39.99,78,Very Positive,81,Milestone S.r.l.,Milestone S.r.l.,2450,1887,563
Mortal Shell,1110910,2020-08-18,29.99,76,Mostly Positive,71,Cold Symmetry,Playstack,2551,1878,673
RiMS Racing,1346010,2021-08-19,49.99,69,Mostly Positive,70,Raceward Studio,Nacon,134,98,36
Forza Horizon 5,1551360,2021-11-09,59.99,91,Very Positive,88,Playground Games,Xbox Game Studios,56297,49890,6407
The Dark Pictures Anthology: House of Ashes,1281590,2021-10-22,29.99,73,Very Positive,88,Supermassive Games,BANDAI NAMCO Entertainment Europe,2343,2134,209
BRAVELY DEFAULT II,1446650,2021-09-02,59.99,83,Very Positive,83,Square Enix,Square Enix,653,548,105
STORY OF SEASONS: Pioneers of Olive Town,1392960,2021-09-15,39.99,76,Very Positive,85,Marvelous Inc.,Marvelous,631,549,82
WRC 10 FIA World Rally Championship,1462810,2021-09-02,49.99,74,Mostly Positive,72,KT Racing,Nacon,488,362,126
A Total War Saga: TROY,1099410,2020-08-13,49.99,75,Mostly Positive,71,CREATIVE ASSEMBLY,Feral Interactive (Mac),1344,929,415
RICO: London,1265720,2021-09-09,34.99,41,Mixed,42,Ground Shatter,Numskull Games,10,2,8
Life is Strange: True Colors,936790,2021-09-10,59.99,81,Very Positive,89,Deck Nine,Square Enix,5829,5358,471
WRC 9 FIA World Rally Championship,1267540,2020-09-03,29.99,80,Mostly Positive,76,KT Racing,Nacon,116,91,25
Sherlock Holmes: Chapter One,1137300,2021-11-16,44.99,77,Mostly Positive,79,Frogwares,Frogwares,1012,796,216
Crysis Remastered,1715130,2020-09-18,29.99,69,Mostly Positive,73,Crytek,Crytek,1698,1141,557
The Jackbox Party Pack 8,1552350,2021-10-14,29.99,75,Very Positive,90,"Jackbox Games, Inc.","Jackbox Games, Inc.",897,805,92
Actraiser Renaissance,1393370,2021-09-23,29.99,77,Mostly Positive,76,Square Enix,Square Enix,377,293,84
Voice of Cards: The Isle Dragon Roars,1113570,2021-10-28,29.99,68,Very Positive,81,Square Enix,Square Enix,540,440,100
MONSTER HUNTER RISE,1446780,2022-01-12,39.99,86,Very Positive,86,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",24155,22242,1913
Astria Ascending,1121780,2021-09-30,34.99,68,Mixed,53,Artisan Studios,Maple Whispering Limited,79,47,32
BLUE REFLECTION: Second Light,1423600,2021-11-08,59.99,78,Very Positive,81,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",190,177,13
Starship Troopers - Terran Command,1202130,2022-06-16,29.99,70,Very Positive,88,The Artistocrats,Slitherine Ltd.,4459,3953,506
DUNGEON ENCOUNTERS,1451080,2021-10-14,29.99,60,Mixed,68,Square Enix,Square Enix,242,188,54
F.I.S.T.: Forged In Shadow Torch,1330470,2021-10-03,29.99,81,Very Positive,89,TiGames,bilibili,496,442,54
Nickelodeon All-Star Brawl,1414850,2021-10-05,49.99,63,Mostly Positive,76,Fair Play Labs,GameMill Entertainment,3674,2808,866
The Riftbreaker,780310,2021-10-14,29.99,83,Very Positive,91,EXOR Studios,Surefire.Games,5854,5355,499
God of War,1593500,2022-01-14,49.99,93,Overwhelmingly Positive,96,Santa Monica Studio,PlayStation PC LLC,40106,38999,1107
Might and Magic X - Legacy,238750,2014-01-23,29.99,71,Mixed,65,Ubisoft,Ubisoft,1589,1019,570
Conway: Disappearance at Dahlia View,1548750,2021-11-02,29.99,71,Very Positive,86,White Paper Games,White Paper Games,131,114,17
ELDEN RING,1245620,2022-02-25,59.99,94,Very Positive,92,FromSoftware Inc.,Bandai Namco Entertainment,296061,276768,19293
The Elder Scrolls V: Skyrim Anniversary Edition,626153,2021-11-11,49.99,76,Very Positive,93,BROKEN_ERROR,BROKEN_ERROR,0,0,0
Ruined King: A League of Legends Story,1276790,2021-11-16,29.99,80,Very Positive,89,Airship Syndicate,Riot Forge,3940,3558,382
The Pathless,1492680,2020-11-12,39.99,81,Very Positive,90,Giant Squid,Annapurna Interactive,651,593,58
Monster Rancher 1 and 2 DX,1716120,2021-12-08,29.99,61,Very Positive,89,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",646,573,73
DYNASTY WARRIORS 9 Empires,1341200,2021-12-22,59.99,50,Mixed,50,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",357,200,157
Wartales,1527950,2023-04-12,34.99,80,Very Positive,91,Shiro Games,Shiro Unlimited,8332,7441,891
Twin Mirror,1552810,2020-12-01,29.99,65,Mostly Positive,75,DON'T NOD,DON'T NOD,184,135,49
GRID Legends,1307710,2022-02-25,59.99,75,Mostly Positive,74,Codemasters,Electronic Arts,665,485,180
Rune Factory 4 Special,1580240,2021-12-06,29.99,81,Very Positive,88,Marvelous Inc.,Marvelous,678,619,59
Expeditions: Rome,987840,2022-01-20,44.99,80,Very Positive,88,Logic Artists,THQ Nordic,2237,1979,258
Persona 4 Arena Ultimax,1602010,2022-03-17,29.99,77,Very Positive,84,Arc System Works,SEGA,1959,1664,295
THE KING OF FIGHTERS XV,1498570,2022-02-17,59.99,85,Very Positive,82,SNK CORPORATION,SNK CORPORATION,2253,1861,392
Forspoken,1680880,2023-01-24,69.99,63,Mixed,62,Square Enix,Square Enix,2529,1714,815
Aeterna Noctis,1517970,2021-12-15,29.99,72,Very Positive,80,Aeternum Game Studios S.L,Aeternum Game Studios S.L,708,592,116
OlliOlli World,1190170,2022-02-08,29.99,87,Very Positive,94,Roll7,Private Division,496,465,31
Song in the Smoke,1787810,2021-10-07,29.99,78,Positive,80,17-BIT,17-BIT,33,28,5
Five Nights at Freddys: Security Breach,747660,2021-12-16,39.99,64,Very Positive,86,Steel Wool Studios,ScottGames,32039,27317,4722
ELEX II,900040,2022-03-01,49.99,64,Mostly Positive,75,Piranha Bytes,THQ Nordic,1144,831,313
LEGO Star Wars: The Skywalker Saga,920210,2022-04-05,49.99,78,Very Positive,91,TT Games,Warner Bros. Interactive Entertainment,23214,21134,2080
WWE 2K22,1255630,2022-03-11,59.99,72,Mostly Positive,74,Visual Concepts,2K,5034,3652,1382
Atelier Sophie 2: The Alchemist of the Mysterious Dream,1621310,2022-02-25,59.99,83,Very Positive,94,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",290,267,23
Two Point Campus,1649080,2022-08-09,29.99,83,Very Positive,88,Two Point Studios,SEGA,1400,1257,143
Ghostwire Tokyo,1475810,2022-03-25,59.99,78,Very Positive,82,Tango Gameworks,Bethesda Softworks,3925,3273,652
Werewolf: The Apocalypse  Earthblood,679110,2021-02-04,29.99,56,Mostly Positive,72,Cyanide Studio,Nacon,212,149,63
"Warhammer 40,000: Chaos Gate - Daemonhunters",1611910,2022-05-05,44.99,81,Mostly Positive,78,Complex Games,Frontier Foundry,5340,4298,1042
The Centennial Case : A Shijima Story,1612780,2022-05-12,49.99,69,Mostly Positive,79,Square Enix,Square Enix,100,87,13
Distant Worlds 2,1531540,2022-03-10,49.99,77,Mostly Positive,70,CodeForce,Slitherine Ltd.,1652,1129,523
Session : Skate Sim,861650,2022-09-22,39.99,73,Very Positive,85,crea-ture Studios Inc.,Nacon,7296,6134,1162
Dolmen,831050,2022-05-20,39.99,54,Mixed,49,Massive Work Studio,Prime Matter,67,30,37
Martha is Dead,515960,2022-02-24,29.99,73,Mostly Positive,79,LKA,Wired Productions,770,587,183
MONARK,1539620,2022-02-22,59.99,73,Mostly Positive,79,FURYU Corporation,"NIS America, Inc.",57,47,10
Submerged: Hidden Depths,1614270,2022-03-10,29.99,66,Very Positive,90,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,185,172,13
Aztech Forgotten Gods,1592320,2022-03-10,29.99,58,Positive,80,Lienzo,Lienzo,17,13,4
TUNIC,553420,2022-03-16,29.99,85,Very Positive,92,TUNIC Team,Finji,5934,5505,429
Sniper Elite 5,1029690,2022-05-26,49.99,79,Very Positive,80,Rebellion,Rebellion,5705,4634,1071
Shredders,1874170,2022-03-17,29.99,72,Overwhelmingly Positive,96,FoamPunch,FoamPunch,1419,1366,53
Monster Energy Supercross - The Official Videogame 5,1610460,2022-03-17,39.99,65,Mixed,67,Milestone S.r.l.,Milestone S.r.l.,253,167,86
The Quarry,1577120,2022-06-10,59.99,79,Very Positive,80,Supermassive Games,2K Games,4074,3315,759
Ed-0: Zombie Uprising,1717020,2023-07-13,29.99,70,Mostly Positive,73,LANCARSE,D3PUBLISHER,56,45,11
Hello Neighbor 2,1321680,2022-12-06,39.99,59,Mostly Positive,77,Eerie Guest,tinyBuild,677,511,166
Capcom Fighting Collection,1685750,2022-06-24,39.99,79,Very Positive,92,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",374,350,24
Winter Ember,1417880,2022-04-19,29.99,60,Mixed,58,Sky Machine Studios,Gamera Games,24,16,8
Sonic Origins,1794960,2022-06-23,29.99,72,Mixed,66,Sonic Team,SEGA,1938,1255,683
MotoGP22,1710580,2022-04-21,39.99,76,Very Positive,80,Milestone S.r.l.,Milestone S.r.l.,447,344,103
Nioh: Complete Edition,485510,2017-11-07,49.99,84,Mostly Positive,79,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",7366,5951,1415
F1 22,1692250,2022-07-01,59.99,81,Mixed,68,Codemasters,Electronic Arts,9330,6106,3224
WARRIORS OROCHI 4,831560,2018-10-15,59.99,77,Very Positive,85,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",748,644,104
Blue Reflection,658260,2017-09-26,59.99,61,Mostly Positive,79,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",407,332,75
Dune: Spice Wars,1605220,2023-09-14,34.99,74,Very Positive,80,Shiro Games,Shiro Games,4983,3954,1029
Gotham Knights,1496790,2022-10-21,59.99,66,Mixed,69,Warner Bros. Games Montréal,Warner Bros. Games,9039,6411,2628
Touken Ranbu Warriors,1191260,2022-05-24,59.99,56,Very Positive,88,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",47,38,9
DNF Duel,1216060,2022-06-28,49.99,79,Mixed,62,NEOPLE Inc.,NEXON Korea Corp.,2364,1649,715
My Time at Sandrock,1084600,2023-11-02,39.99,82,Very Positive,88,Pathea Games,DMM Games,6124,5849,275
Hatsune Miku: Project DIVA Mega Mix,1761390,2022-05-26,39.39,82,Very Positive,93,SEGA,SEGA,5133,4815,318
JoJos Bizarre Adventure: All-Star Battle R,1372110,2022-09-02,49.99,70,Very Positive,87,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment,3011,2604,407
SD Gundam Battle Alliance,824550,2022-08-25,59.99,71,Mixed,62,ARTDINK,Bandai Namco Entertainment,867,684,183
Kao the Kangaroo,1370140,2022-05-27,29.99,69,Mostly Positive,79,Tate Multimedia,Tate Multimedia,221,157,64
Destroy All Humans! 2 - Reprobed,1266700,2022-08-30,39.99,72,Mostly Positive,78,Black Forest Games,THQ Nordic,1207,940,267
Madden NFL 23,1760250,2022-08-19,59.99,68,Mixed,53,Tiburon,Electronic Arts,4320,2300,2020
Endling - Extinction is Forever,898890,2022-07-19,29.99,75,Overwhelmingly Positive,95,Herobeat Studios,HandyGames,583,554,29
F1 Manager 2022,1708520,2022-08-25,54.99,79,Mostly Positive,73,Frontier Developments,Frontier Developments,3396,2235,1161
The Callisto Protocol,1544020,2022-12-02,59.99,68,Mixed,63,Striking Distance Studios," KRAFTON, Inc.",13227,8736,4491
Deliver Us Mars,1345890,2023-02-02,29.99,69,Mostly Positive,74,KeokeN Interactive,Frontier Foundry,714,522,192
Soul Hackers 2,1777620,2022-08-26,59.99,70,Mixed,66,ATLUS,SEGA,846,665,181
Deadly Premonition 2: A Blessing in Disguise,1271100,2022-06-11,39.99,54,Mostly Positive,77,Toy Box Inc.,Rising Star Games,179,143,36
Chivalry 2,1824220,2021-06-08,39.99,82,Very Positive,82,Torn Banner Studios,Tripwire Presents,13039,10834,2205
Scorn,698670,2022-10-14,39.99,70,Mostly Positive,76,Ebb Software,Kepler Interactive,4600,3458,1142
Steelrising,1283400,2022-09-08,49.99,68,Mostly Positive,74,Spiders,Nacon,939,717,222
RedOut 2,1799930,2022-06-16,29.99,78,Mostly Positive,79,34BigThings srl,Saber Interactive,617,492,125
AI: THE SOMNIUM FILES - nirvanA Initiative,1449200,2022-06-24,59.99,88,Very Positive,88,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",1312,1172,140
FINAL FANTASY VII REMAKE INTERGRADE,1462040,2021-12-16,69.99,86,Very Positive,89,Square Enix,Square Enix,8240,7274,966
Way of the Hunter,1288320,2022-08-16,39.99,65,Mostly Positive,78,Nine Rocks Games,THQ Nordic,2785,2206,579
Rune Factory 5,1702330,2022-07-13,39.99,74,Mostly Positive,78,Marvelous Inc.,Marvelous,710,565,145
